employee_id,first_name,last_name,department,position,manager_id,store_id,salary,commission,hire_date
308,Kaitlyn,Hickman,Logistics,Courier,307,9,27535,0.0,2021-07-19 05:15:54
309,Bianca,Thomas,Logistics,Courier,307,9,16192,0.0,2024-02-07 16:55:36
310,William,Ramirez,Logistics,Warehouse Worker,307,9,12683,0.0,2024-03-17 00:40:53
311,Susan,Stewart,Logistics,Courier,307,9,20641,0.0,2024-12-18 05:01:46
312,Brian,Anderson,Logistics,Warehouse Worker,307,9,15975,0.0,2020-01-08 15:05:14
313,Scott,Banks,Logistics,Courier,307,9,29957,0.0,2023-03-09 02:28:08
314,Steven,Baker,Logistics,Warehouse Worker,307,9,13332,0.0,2020-09-03 08:30:16
315,Mark,Johnson,Logistics,Courier,307,9,18328,0.0,2022-03-08 09:37:11
316,Carrie,Pena,Management,Director,0,10,95599,0.0,2019-03-08 05:02:23
317,Steven,Miranda,Management,Manager,316,10,53044,0.0,2020-11-16 08:33:20
318,Patrick,Jackson,Sales,Senior Salesperson,317,10,35706,0.07,2021-12-24 18:39:31
319,Adam,Matthews,Sales,Salesperson,318,10,21802,0.05,2022-12-04 12:47:23
320,Bill,Brewer,Sales,Salesperson,318,10,33541,0.05,2020-03-31 04:55:20
321,Scott,Smith,Sales,Salesperson,318,10,29444,0.05,2020-09-17 23:43:36
322,Veronica,Martinez,Sales,Salesperson,318,10,25422,0.05,2020-12-14 08:42:49
323,Patricia,Hernandez,Sales,Salesperson,318,10,32793,0.05,2020-11-29 01:32:02
324,April,Reese,Sales,Salesperson,318,10,29766,0.05,2023-01-16 14:20:51
325,Richard,Cline,Sales,Salesperson,318,10,23478,0.05,2021-02-25 18:25:20
326,Donald,Brown,Sales,Salesperson,318,10,20290,0.05,2020-07-25 04:36:27
327,Gordon,Smith,Sales,Salesperson,318,10,21776,0.05,2022-01-25 02:29:30
328,Raymond,Clarke,Support,Senior Support Agent,317,10,20095,0.0,2022-03-27 01:21:10
329,Crystal,Nguyen,Support,Support Agent,328,10,16689,0.0,2023-03-23 04:56:53
330,Mark,May,Support,Support Agent,328,10,17898,0.0,2023-03-03 19:19:05
331,Richard,House,Support,Support Agent,328,10,16851,0.0,2019-12-17 23:32:48
332,Nicole,Perkins,Support,Support Agent,328,10,15970,0.0,2022-11-17 03:21:51
333,Michael,Calderon,Support,Support Agent,328,10,19725,0.0,2024-04-20 08:49:24
334,Eric,Houston,Support,Support Agent,328,10,23565,0.0,2019-02-04 12:22:42
335,Rachel,Black,Support,Support Agent,328,10,21117,0.0,2021-10-30 03:17:34
336,Jeremy,Moore,Logistics,Chief of Logistics,317,10,28043,0.0,2024-06-23 08:42:25
337,Christopher,Tate,Logistics,Courier,336,10,22318,0.0,2020-05-11 23:09:53
338,David,Thomas,Logistics,Warehouse Worker,336,10,23972,0.0,2019-12-28 09:34:11
339,Haley,Hernandez,Logistics,Courier,336,10,15025,0.0,2023-09-25 13:27:55
340,Michelle,Wilson,Logistics,Courier,336,10,27953,0.0,2019-04-09 11:23:14
341,Deanna,Jackson,Logistics,Warehouse Worker,336,10,24837,0.0,2021-08-07 16:08:36
342,Thomas,Moore,Logistics,Warehouse Worker,336,10,22043,0.0,2023-07-29 11:42:36
343,Tonya,Wilson,Logistics,Warehouse Worker,336,10,19791,0.0,2023-01-16 14:23:08
344,Marie,Lee,Logistics,Courier,336,10,21226,0.0,2021-06-19 18:30:37
345,Jonathan,Wilkins,Logistics,Warehouse Worker,336,10,12808,0.0,2021-05-15 19:42:33
346,Jennifer,Roberts,Logistics,Courier,336,10,19025,0.0,2021-03-11 09:11:22
347,Mark,Webb,Logistics,Courier,336,10,20477,0.0,2024-12-13 19:00:35
348,Jennifer,Olson,Logistics,Courier,336,10,25065,0.0,2022-06-14 23:49:45
349,Amanda,Wright,Logistics,Courier,336,10,18355,0.0,2020-12-22 21:37:24
350,Robert,Grimes,Logistics,Courier,336,10,17540,0.0,2023-06-06 10:51:34
351,David,Stephenson,Logistics,Warehouse Worker,336,10,17982,0.0,2023-09-23 01:17:44
352,Lori,Russell,Management,Director,0,11,73838,0.0,2020-01-29 13:27:18
353,Nathan,Lynn,Management,Manager,352,11,52362,0.0,2020-01-04 15:12:20
354,Cody,Kemp,Sales,Senior Salesperson,353,11,33254,0.07,2021-04-26 04:23:02
355,Shane,Alexander,Sales,Salesperson,354,11,21350,0.05,2023-11-24 17:54:15
356,Alexander,Cruz,Sales,Salesperson,354,11,32153,0.05,2020-08-04 11:16:14
357,Robert,Ray,Sales,Salesperson,354,11,24345,0.05,2021-07-10 18:01:26
358,Leslie,Clayton,Sales,Salesperson,354,11,34725,0.05,2019-12-07 13:15:33
359,Christina,Austin,Sales,Salesperson,354,11,25919,0.05,2022-04-20 13:43:34
360,Erica,Henderson,Sales,Salesperson,354,11,20446,0.05,2019-10-25 15:05:29
361,Melissa,Mendoza,Sales,Salesperson,354,11,28447,0.05,2020-03-05 16:54:06
362,Kevin,Waters,Support,Senior Support Agent,353,11,30265,0.0,2019-03-04 03:03:32
363,Daniel,Patterson,Support,Support Agent,362,11,19914,0.0,2022-11-15 22:31:16
364,David,Cooper,Support,Support Agent,362,11,24924,0.0,2023-10-26 16:17:12
365,Angela,Russell,Support,Support Agent,362,11,18707,0.0,2023-02-26 06:48:24
366,Anne,Rivera,Support,Support Agent,362,11,23004,0.0,2024-05-29 17:46:26
367,Robert,Davis,Support,Support Agent,362,11,21558,0.0,2024-08-09 04:43:47
368,Jonathan,Austin,Support,Support Agent,362,11,21198,0.0,2022-04-05 21:16:42
369,Peter,Schneider,Support,Support Agent,362,11,18277,0.0,2023-05-02 02:16:02
370,Brian,White,Support,Support Agent,362,11,23149,0.0,2022-12-17 11:45:37
371,Amanda,Martinez,Support,Support Agent,362,11,15113,0.0,2020-09-06 06:40:38
372,Cindy,Swanson,Support,Support Agent,362,11,21628,0.0,2023-12-10 02:47:58
373,Nathan,Simpson,Logistics,Chief of Logistics,353,11,30109,0.0,2020-03-07 04:47:50
374,Andrew,Bowers,Logistics,Courier,373,11,23731,0.0,2021-10-02 21:26:39
375,Debbie,Pugh,Logistics,Warehouse Worker,373,11,18416,0.0,2019-10-22 07:57:09
376,Jeffrey,Guzman,Logistics,Warehouse Worker,373,11,21923,0.0,2023-06-30 08:40:11
377,Mary,Day,Logistics,Warehouse Worker,373,11,19327,0.0,2020-01-01 19:29:50
378,Micheal,Reese,Logistics,Courier,373,11,21652,0.0,2024-08-23 22:25:29
379,Christopher,Smith,Logistics,Warehouse Worker,373,11,13611,0.0,2022-06-01 05:26:12
380,Elizabeth,Haas,Logistics,Warehouse Worker,373,11,15740,0.0,2023-04-11 15:07:30
381,Arthur,Kelly,Logistics,Warehouse Worker,373,11,23093,0.0,2023-12-13 17:01:24
382,Jorge,Banks,Logistics,Courier,373,11,21847,0.0,2019-12-11 09:22:34
383,Sara,King,Logistics,Warehouse Worker,373,11,16587,0.0,2021-11-13 18:59:57
384,Kyle,Perez,Management,Director,0,12,67192,0.0,2021-08-06 05:48:38
385,Angela,Smith,Management,Manager,384,12,46800,0.0,2023-10-26 01:02:30
386,Maria,Mora,Sales,Senior Salesperson,385,12,35584,0.07,2024-04-17 12:31:07
387,Joseph,Dillon,Sales,Salesperson,386,12,27163,0.05,2022-07-29 11:52:41
388,Tracy,Hernandez,Sales,Salesperson,386,12,22316,0.05,2021-08-04 03:03:57
389,Andrea,Wilson,Sales,Salesperson,386,12,29684,0.05,2024-10-20 10:39:13
390,Jennifer,Williams,Sales,Salesperson,386,12,30726,0.05,2022-04-13 13:21:57
391,Corey,Marquez,Sales,Salesperson,386,12,23457,0.05,2019-05-15 02:53:40
392,Melinda,Washington,Sales,Salesperson,386,12,29938,0.05,2024-03-24 21:27:22
393,Stephanie,Huynh,Support,Senior Support Agent,385,12,34743,0.0,2019-08-24 21:46:32
394,Mark,Harris,Support,Support Agent,393,12,21490,0.0,2021-08-16 22:23:33
395,Anne,Flores,Support,Support Agent,393,12,20641,0.0,2019-10-29 03:19:09
396,Scott,Guzman,Support,Support Agent,393,12,21092,0.0,2023-06-02 11:54:14
397,Warren,Harris,Support,Support Agent,393,12,19044,0.0,2020-10-02 20:34:09
398,Lisa,Chapman,Support,Support Agent,393,12,15051,0.0,2023-06-02 00:33:43
399,Miranda,York,Support,Support Agent,393,12,15520,0.0,2021-10-31 02:53:44
400,Emily,Peterson,Support,Support Agent,393,12,18085,0.0,2019-10-11 12:51:27
401,Thomas,Haley,Support,Support Agent,393,12,24545,0.0,2024-06-23 03:14:40
402,Haley,Roberts,Logistics,Chief of Logistics,385,12,34039,0.0,2024-06-24 13:14:02
403,David,Hull,Logistics,Courier,402,12,26648,0.0,2021-04-29 16:53:48
404,Robert,Rodriguez,Logistics,Courier,402,12,21929,0.0,2019-04-12 07:51:56
405,Carolyn,Kramer,Logistics,Courier,402,12,27570,0.0,2022-11-11 04:11:21
406,Christian,Ferguson,Logistics,Warehouse Worker,402,12,16604,0.0,2020-03-16 16:34:22
407,Thomas,Bean,Logistics,Courier,402,12,22128,0.0,2023-05-19 22:54:39
408,Louis,Galloway,Logistics,Courier,402,12,19728,0.0,2020-05-30 10:04:26
409,Chad,Bennett,Management,Director,0,13,89656,0.0,2022-09-20 16:38:20
410,Mark,Cuevas,Management,Manager,409,13,54158,0.0,2024-05-19 14:07:44
411,Aaron,Peters,Sales,Senior Salesperson,410,13,34642,0.07,2023-04-24 06:35:28
412,Chad,Gutierrez,Sales,Salesperson,411,13,22180,0.05,2020-04-03 06:44:21
413,Matthew,Guerrero,Sales,Salesperson,411,13,28790,0.05,2023-12-18 13:22:20
414,Christine,Barber,Sales,Salesperson,411,13,27549,0.05,2023-05-02 21:16:18
415,Cheryl,Williams,Sales,Salesperson,411,13,32558,0.05,2021-02-10 06:10:54
416,Joseph,Wang,Sales,Salesperson,411,13,20994,0.05,2020-08-02 02:01:47
417,David,Dominguez,Support,Senior Support Agent,410,13,34641,0.0,2024-05-07 04:08:38
418,Caroline,Douglas,Support,Support Agent,417,13,15836,0.0,2024-02-02 07:02:11
419,Kim,Burns,Support,Support Agent,417,13,22363,0.0,2024-03-06 17:03:52
420,Troy,Lawson,Support,Support Agent,417,13,20587,0.0,2021-01-16 06:06:06
421,Tanner,Lee,Support,Support Agent,417,13,22816,0.0,2021-01-20 03:28:52
422,Tammy,Le,Support,Support Agent,417,13,22226,0.0,2021-11-28 18:48:49
423,Crystal,Lee,Support,Support Agent,417,13,23624,0.0,2020-11-25 18:42:51
424,Megan,Cohen,Support,Support Agent,417,13,22285,0.0,2023-12-04 22:45:13
425,Thomas,Moon,Support,Support Agent,417,13,22323,0.0,2020-04-18 00:59:06
426,Jeffrey,Benjamin,Support,Support Agent,417,13,17625,0.0,2019-04-24 08:20:04
427,Michelle,Jones,Logistics,Chief of Logistics,410,13,43522,0.0,2021-12-12 12:36:09
428,David,Barton,Logistics,Warehouse Worker,427,13,14868,0.0,2021-10-29 01:23:57
429,Kerry,Gonzales,Logistics,Courier,427,13,20745,0.0,2020-08-05 22:36:28
430,Ryan,Smith,Logistics,Courier,427,13,16550,0.0,2023-02-12 04:07:46
431,Dakota,Roberts,Logistics,Warehouse Worker,427,13,13613,0.0,2022-10-02 15:32:40
432,Chase,Cook,Logistics,Warehouse Worker,427,13,14785,0.0,2020-06-30 12:32:08
433,Carol,Le,Logistics,Courier,427,13,25927,0.0,2021-04-29 07:56:23
434,Cory,Stephens,Management,Director,0,14,62188,0.0,2024-09-21 16:32:38
435,Lindsay,Smith,Management,Manager,434,14,49048,0.0,2022-11-29 05:27:02
436,Tracey,Gonzalez,Sales,Senior Salesperson,435,14,34141,0.07,2021-01-01 14:52:32
437,Phillip,Strickland,Sales,Salesperson,436,14,26178,0.05,2024-01-11 02:08:28
438,Stephanie,Price,Sales,Salesperson,436,14,33860,0.05,2021-05-12 14:28:57
439,James,Nelson,Sales,Salesperson,436,14,23723,0.05,2023-11-26 12:56:01
440,Marcus,Stevens,Sales,Salesperson,436,14,25844,0.05,2023-03-05 15:26:32
441,Christopher,Molina,Sales,Salesperson,436,14,29360,0.05,2023-03-25 16:31:12
442,Deanna,Parker,Sales,Salesperson,436,14,28268,0.05,2020-12-28 09:38:01
443,Michelle,Baker,Sales,Salesperson,436,14,33631,0.05,2023-12-09 03:52:49
444,Sarah,Kelley,Sales,Salesperson,436,14,27640,0.05,2023-04-03 19:15:31
445,Stephen,Hayden,Sales,Salesperson,436,14,23981,0.05,2019-06-25 15:49:17
446,Matthew,Silva,Sales,Salesperson,436,14,25494,0.05,2020-11-27 04:08:57
447,Carol,Ballard,Sales,Salesperson,436,14,31158,0.05,2020-09-10 16:50:41
448,Leslie,Ritter,Sales,Salesperson,436,14,21239,0.05,2022-11-10 01:18:06
449,Morgan,Smith,Sales,Salesperson,436,14,34629,0.05,2021-10-20 05:32:11
450,Barbara,Simmons,Sales,Salesperson,436,14,25349,0.05,2023-06-04 21:20:48
451,Brian,Lozano,Support,Senior Support Agent,435,14,26074,0.0,2022-07-24 00:00:25
452,Jeff,Jackson,Support,Support Agent,451,14,18264,0.0,2024-05-19 11:31:02
453,David,Mcpherson,Support,Support Agent,451,14,16165,0.0,2024-05-23 21:01:19
454,Manuel,Johnson,Support,Support Agent,451,14,24059,0.0,2020-11-13 19:54:38
455,Tracey,Perez,Support,Support Agent,451,14,17656,0.0,2024-09-07 18:52:15
456,Jonathan,Butler,Support,Support Agent,451,14,19859,0.0,2023-10-24 21:17:58
457,Bryan,Cordova,Support,Support Agent,451,14,23938,0.0,2023-04-21 10:02:08
458,Christina,White,Support,Support Agent,451,14,23021,0.0,2021-03-07 22:53:08
459,Amanda,Silva,Support,Support Agent,451,14,15404,0.0,2022-08-02 00:43:10
460,Caleb,Hamilton,Support,Support Agent,451,14,24971,0.0,2021-12-22 11:17:03
461,Thomas,Weaver,Support,Support Agent,451,14,15853,0.0,2021-04-25 06:56:36
462,Amanda,Howell,Support,Support Agent,451,14,15911,0.0,2022-09-22 08:00:54
463,Yolanda,Wallace,Logistics,Chief of Logistics,435,14,41969,0.0,2020-06-19 00:45:11
464,Cynthia,White,Logistics,Courier,463,14,18599,0.0,2019-11-21 00:23:47
465,Tricia,Hamilton,Logistics,Warehouse Worker,463,14,17318,0.0,2021-02-12 20:12:32
466,Rachel,Nelson,Logistics,Courier,463,14,19630,0.0,2024-04-26 11:40:22
467,Caleb,Austin,Logistics,Warehouse Worker,463,14,13953,0.0,2020-10-19 23:22:06
468,Kevin,Ferguson,Logistics,Courier,463,14,29223,0.0,2024-12-25 20:29:45
469,Mary,Murillo,Logistics,Warehouse Worker,463,14,12040,0.0,2023-10-30 10:38:06
470,Joanna,Robinson,Logistics,Warehouse Worker,463,14,20423,0.0,2019-05-19 07:53:07
471,Mary,Rollins,Logistics,Courier,463,14,22004,0.0,2023-10-25 03:10:51
472,Kimberly,Nguyen,Management,Director,0,15,98384,0.0,2021-11-01 12:43:00
473,Jennifer,Joseph,Management,Manager,472,15,48294,0.0,2022-08-01 00:07:08
474,Samantha,Murphy,Sales,Senior Salesperson,473,15,34873,0.07,2020-12-31 00:12:29
475,Sherry,Short,Sales,Salesperson,474,15,32522,0.05,2020-05-25 10:41:23
476,Cheyenne,Davis,Sales,Salesperson,474,15,29497,0.05,2022-11-28 19:01:59
477,Derek,Webb,Sales,Salesperson,474,15,23816,0.05,2023-09-28 05:25:52
478,Daniel,Frazier,Sales,Salesperson,474,15,25759,0.05,2023-09-23 20:59:08
479,Donna,French,Sales,Salesperson,474,15,28222,0.05,2019-04-14 03:02:32
480,Kevin,Jones,Sales,Salesperson,474,15,25403,0.05,2021-06-13 11:02:15
481,Mario,Chambers,Support,Senior Support Agent,473,15,27518,0.0,2021-10-26 18:46:15
482,Edward,Hughes,Support,Support Agent,481,15,18655,0.0,2021-04-16 13:24:31
483,Henry,Ray,Support,Support Agent,481,15,15087,0.0,2022-03-26 10:28:04
484,Jennifer,Mccullough,Support,Support Agent,481,15,19699,0.0,2020-11-01 09:06:14
485,Billy,Lane,Support,Support Agent,481,15,15776,0.0,2019-06-12 09:36:17
486,Edward,Pena,Support,Support Agent,481,15,21072,0.0,2019-05-27 08:15:54
487,James,Smith,Support,Support Agent,481,15,15505,0.0,2021-02-24 19:58:55
488,Nicholas,Jones,Support,Support Agent,481,15,16036,0.0,2021-07-30 21:44:51
489,Samantha,Chen,Support,Support Agent,481,15,17512,0.0,2019-05-19 10:22:17
490,Roy,Stevens,Support,Support Agent,481,15,20013,0.0,2020-09-26 06:33:45
491,Linda,Cook,Support,Support Agent,481,15,20240,0.0,2019-01-12 05:15:51
492,David,Neal,Support,Support Agent,481,15,18100,0.0,2022-09-17 06:28:32
493,Susan,Ali,Logistics,Chief of Logistics,473,15,33282,0.0,2022-05-05 13:24:36
494,Patrick,Spencer,Logistics,Courier,493,15,22550,0.0,2019-01-09 04:25:49
495,Miranda,Wagner,Logistics,Courier,493,15,20914,0.0,2024-06-18 06:28:40
496,Anne,Pugh,Logistics,Warehouse Worker,493,15,18369,0.0,2021-09-25 10:54:09
497,Megan,Hunt,Logistics,Warehouse Worker,493,15,24922,0.0,2021-11-08 11:44:19
498,Craig,Lewis,Logistics,Courier,493,15,25588,0.0,2022-01-17 23:29:02
499,Kristin,White,Logistics,Warehouse Worker,493,15,15294,0.0,2020-02-02 17:11:55
500,Christopher,Brown,Logistics,Warehouse Worker,493,15,21266,0.0,2023-03-30 18:50:05
501,Kathryn,Terry,Logistics,Warehouse Worker,493,15,19211,0.0,2020-08-06 12:02:02
502,Tiffany,Collins,Logistics,Courier,493,15,15201,0.0,2023-09-05 18:33:58
503,Mikayla,Walker,Logistics,Warehouse Worker,493,15,20512,0.0,2022-11-29 04:38:31
504,Megan,Combs,Logistics,Warehouse Worker,493,15,21913,0.0,2024-11-15 15:00:18
505,Laura,Erickson,Logistics,Courier,493,15,28379,0.0,2019-03-17 15:02:16
506,Tammy,Kane,Management,Director,0,16,73234,0.0,2022-01-16 09:04:24
507,Michael,Ellis,Management,Manager,506,16,56370,0.0,2020-12-01 10:20:36
508,Jamie,Johnson,Sales,Senior Salesperson,507,16,39410,0.07,2021-08-19 05:08:54
509,Christopher,Taylor,Sales,Salesperson,508,16,21160,0.05,2020-05-09 17:25:13
510,Sara,Walker,Sales,Salesperson,508,16,28881,0.05,2019-06-15 11:54:48
511,Michael,Miller,Sales,Salesperson,508,16,23955,0.05,2022-04-30 14:19:48
512,Kim,Hamilton,Sales,Salesperson,508,16,20908,0.05,2023-10-03 00:24:27
513,Heather,Walton,Sales,Salesperson,508,16,27399,0.05,2023-02-14 15:21:39
514,Cathy,Lang,Sales,Salesperson,508,16,20616,0.05,2022-09-03 08:49:19
515,Vanessa,Taylor,Sales,Salesperson,508,16,26235,0.05,2020-06-11 14:54:08
516,Elizabeth,Martinez,Sales,Salesperson,508,16,20173,0.05,2023-02-14 21:37:05
517,Amber,Johnson,Sales,Salesperson,508,16,30874,0.05,2019-09-16 00:24:51
518,Dan,Parker,Sales,Salesperson,508,16,27879,0.05,2024-10-16 23:56:05
519,Holly,Stein,Sales,Salesperson,508,16,29872,0.05,2021-10-27 14:47:43
520,John,Cunningham,Sales,Salesperson,508,16,28269,0.05,2021-10-10 02:32:33
521,Savannah,Obrien,Support,Senior Support Agent,507,16,29865,0.0,2022-10-12 00:28:22
522,Mary,Guerra,Support,Support Agent,521,16,19950,0.0,2022-08-29 01:02:09
523,Breanna,Harris,Support,Support Agent,521,16,22787,0.0,2021-09-02 02:47:41
524,Willie,Christian,Support,Support Agent,521,16,23145,0.0,2023-06-28 13:11:58
525,Nicholas,Sherman,Support,Support Agent,521,16,24954,0.0,2024-10-24 23:44:14
526,Jerome,Scott,Support,Support Agent,521,16,17536,0.0,2022-11-17 23:05:12
527,Michele,Calderon,Support,Support Agent,521,16,19660,0.0,2020-05-08 16:51:51
528,Virginia,Blanchard,Support,Support Agent,521,16,15468,0.0,2023-01-18 11:46:29
529,William,Joyce,Support,Support Agent,521,16,17193,0.0,2020-12-19 08:41:29
530,Katie,Hernandez,Support,Support Agent,521,16,19385,0.0,2023-12-21 05:44:18
531,Meredith,Liu,Support,Support Agent,521,16,24957,0.0,2022-03-30 02:39:27
532,Laura,Bartlett,Logistics,Chief of Logistics,507,16,25072,0.0,2023-06-18 05:44:10
533,James,Stone,Logistics,Warehouse Worker,532,16,15025,0.0,2022-08-01 10:05:32
534,Melanie,Garcia,Logistics,Courier,532,16,26642,0.0,2019-06-05 02:47:54
535,Michelle,Hinton,Logistics,Courier,532,16,28698,0.0,2024-04-20 18:19:03
536,Anthony,Williams,Logistics,Warehouse Worker,532,16,21212,0.0,2020-09-24 11:27:39
537,William,Pope,Logistics,Courier,532,16,27737,0.0,2019-05-28 10:58:04
538,Gregory,Reyes,Logistics,Courier,532,16,25344,0.0,2020-09-25 17:03:53
539,Danielle,Torres,Logistics,Courier,532,16,25757,0.0,2022-08-07 07:34:14
540,Andrew,Greene,Logistics,Warehouse Worker,532,16,17036,0.0,2023-05-23 23:09:23
541,Michael,Pineda,Logistics,Courier,532,16,15289,0.0,2020-12-27 00:38:19
542,Jennifer,Davis,Logistics,Warehouse Worker,532,16,13827,0.0,2020-12-03 08:28:30
543,Sean,Salinas,Logistics,Courier,532,16,15850,0.0,2021-06-29 12:20:29
544,Michele,Sherman,Logistics,Courier,532,16,25226,0.0,2020-11-27 19:24:24
545,Melissa,Daniels,Logistics,Courier,532,16,22288,0.0,2022-06-09 06:53:32
546,Vanessa,Cooper,Logistics,Courier,532,16,27962,0.0,2022-11-29 22:28:37
547,Jerry,Riley,Logistics,Courier,532,16,20425,0.0,2019-10-18 21:44:48
548,Robert,Richmond,Management,Director,0,17,93676,0.0,2020-11-08 17:30:18
549,Daniel,Warren,Management,Manager,548,17,46617,0.0,2020-06-29 10:09:16
550,Steven,Reyes,Sales,Senior Salesperson,549,17,38621,0.07,2020-02-12 05:10:47
551,Denise,Smith,Sales,Salesperson,550,17,22949,0.05,2022-03-19 00:54:37
552,Jacob,Johnson,Sales,Salesperson,550,17,25535,0.05,2019-09-14 02:33:33
553,Jennifer,Williams,Sales,Salesperson,550,17,29812,0.05,2020-06-21 01:16:55
554,Richard,Kelley,Sales,Salesperson,550,17,33005,0.05,2020-10-26 10:58:01
555,Michael,Fernandez,Sales,Salesperson,550,17,30128,0.05,2019-01-15 00:14:24
556,Joann,Campbell,Sales,Salesperson,550,17,28637,0.05,2021-12-28 19:06:21
557,Susan,Wiggins,Sales,Salesperson,550,17,23729,0.05,2019-06-06 05:02:14
558,Joshua,Pugh,Sales,Salesperson,550,17,24560,0.05,2021-10-15 21:14:18
559,Sandra,Dalton,Sales,Salesperson,550,17,30159,0.05,2019-06-24 23:05:47
560,Shannon,Hamilton,Sales,Salesperson,550,17,33251,0.05,2021-10-14 22:53:44
561,Kevin,Powers,Sales,Salesperson,550,17,28505,0.05,2019-11-20 15:26:23
562,Michael,Hill,Sales,Salesperson,550,17,30299,0.05,2022-09-10 07:19:03
563,Isabel,Love,Sales,Salesperson,550,17,27244,0.05,2024-09-01 19:46:02
564,James,King,Sales,Salesperson,550,17,24148,0.05,2019-11-23 01:43:23
565,Andres,Perez,Sales,Salesperson,550,17,34577,0.05,2021-06-25 07:29:09
566,Anna,Clark,Support,Senior Support Agent,549,17,33251,0.0,2019-03-26 17:57:11
567,Patricia,Solis,Support,Support Agent,566,17,18931,0.0,2022-12-07 02:01:47
568,Steven,Moore,Support,Support Agent,566,17,15093,0.0,2019-04-27 18:53:47
569,Kayla,Bell,Support,Support Agent,566,17,23687,0.0,2023-01-30 22:06:34
570,Randall,Lawrence,Support,Support Agent,566,17,17541,0.0,2021-08-12 12:46:12
571,Brandon,Smith,Support,Support Agent,566,17,21999,0.0,2020-12-02 06:44:56
572,Christine,Knight,Support,Support Agent,566,17,15213,0.0,2020-09-22 18:36:31
573,Angela,Mccall,Support,Support Agent,566,17,17979,0.0,2022-07-30 14:57:51
574,Brenda,Brooks,Support,Support Agent,566,17,20408,0.0,2023-03-18 21:20:27
575,Cheryl,Mitchell,Support,Support Agent,566,17,17406,0.0,2020-12-02 22:52:16
576,Nathan,Lane,Logistics,Chief of Logistics,549,17,28030,0.0,2024-12-02 20:54:20
577,Angel,Robertson,Logistics,Warehouse Worker,576,17,19274,0.0,2023-12-31 17:03:59
578,Debra,Wilson,Logistics,Warehouse Worker,576,17,19202,0.0,2024-08-28 03:34:50
579,Anita,Herman,Logistics,Warehouse Worker,576,17,17610,0.0,2021-07-10 05:13:55
580,Christopher,Tucker,Logistics,Courier,576,17,16447,0.0,2023-11-02 15:12:29
581,Justin,Robinson,Logistics,Courier,576,17,27512,0.0,2023-05-22 05:21:19
582,Anita,Austin,Logistics,Courier,576,17,22136,0.0,2021-12-26 00:56:02
583,David,Mendez,Logistics,Courier,576,17,18553,0.0,2020-04-07 23:47:20
584,George,Travis,Logistics,Warehouse Worker,576,17,22023,0.0,2022-07-18 21:44:01
585,Melissa,Baker,Management,Director,0,18,85991,0.0,2022-11-30 12:16:47
586,Monica,Hernandez,Management,Manager,585,18,52863,0.0,2024-05-16 21:41:31
587,James,Ward,Sales,Senior Salesperson,586,18,30896,0.07,2021-01-04 07:31:34
588,Terry,Brown,Sales,Salesperson,587,18,31224,0.05,2020-03-24 15:49:12
589,Amy,Buchanan,Sales,Salesperson,587,18,33589,0.05,2020-05-17 06:22:30
590,Stephanie,Brown,Sales,Salesperson,587,18,20749,0.05,2020-11-12 12:19:23
591,Michael,Black,Sales,Salesperson,587,18,33799,0.05,2022-12-01 05:17:52
592,John,Brown,Sales,Salesperson,587,18,32707,0.05,2022-01-07 06:58:13
593,Allison,Becker,Sales,Salesperson,587,18,32452,0.05,2021-02-10 08:20:30
594,Heidi,Saunders,Sales,Salesperson,587,18,23449,0.05,2023-03-30 20:30:07
595,Peggy,Poole,Sales,Salesperson,587,18,31648,0.05,2021-03-14 08:12:24
596,Joseph,Davis,Sales,Salesperson,587,18,23881,0.05,2019-09-04 09:49:16
597,Denise,Petersen,Sales,Salesperson,587,18,26653,0.05,2022-11-27 01:01:43
598,Amanda,Nixon,Sales,Salesperson,587,18,33527,0.05,2019-08-21 21:31:35
599,Shannon,Jackson,Support,Senior Support Agent,586,18,34835,0.0,2024-10-15 23:36:12
600,Courtney,Pitts,Support,Support Agent,599,18,22411,0.0,2021-03-28 23:35:17
601,Mary,Campbell,Support,Support Agent,599,18,20372,0.0,2022-06-18 12:14:15
602,David,Soto,Support,Support Agent,599,18,19077,0.0,2024-08-19 20:00:23
603,Tracy,Brown,Support,Support Agent,599,18,24206,0.0,2019-11-07 20:39:39
604,Tina,Alvarez,Support,Support Agent,599,18,21496,0.0,2024-06-19 19:39:36
605,Michelle,Jacobson,Support,Support Agent,599,18,17770,0.0,2020-11-16 01:04:37
606,Carlos,Archer,Support,Support Agent,599,18,19295,0.0,2023-06-29 22:11:03
607,Ronald,Cole,Logistics,Chief of Logistics,586,18,32964,0.0,2020-02-23 19:14:07
608,Amanda,Gutierrez,Logistics,Warehouse Worker,607,18,19816,0.0,2020-10-20 21:05:00
609,Xavier,Santos,Logistics,Warehouse Worker,607,18,18261,0.0,2019-11-07 22:33:22
610,Jonathan,Hamilton,Logistics,Warehouse Worker,607,18,24518,0.0,2023-06-04 16:03:29
611,Robert,Roberts,Logistics,Warehouse Worker,607,18,20352,0.0,2021-07-08 19:28:16
612,Bradley,Thomas,Logistics,Courier,607,18,15095,0.0,2019-12-03 23:48:58
613,Jesse,Rodriguez,Logistics,Courier,607,18,23471,0.0,2021-06-27 22:28:25
614,Christina,Walker,Logistics,Warehouse Worker,607,18,17916,0.0,2019-12-21 03:55:37
615,Ryan,Todd,Logistics,Courier,607,18,21047,0.0,2022-08-01 18:53:31
