customer_id,first_name,last_name,gender,birth_date,age,age_group,email,phone,address_id,preferences
152,Charles,Pope,Male,1964-08-19,62,51-65,charles.pope@gmail.com,953-872-1560,819,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
153,Courtney,Sanders,Female,1950-10-08,76,65+,courtney.sanders@gmail.com,+1-253-829-8495x930,2531,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
154,Kristy,Reed,Female,1942-05-10,84,65+,kristy.reed@hotmail.com,+1-434-626-0967,2781,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
155,Heather,Guerra,Female,1990-11-16,36,36-50,heather.guerra@gmail.com,(372)681-7588x000,2213,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
156,David,Johnson,Male,1983-11-28,43,36-50,david.johnson@hotmail.com,(855)219-4270x5293,5222,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
157,Anthony,Stevens,Male,1999-08-14,27,26-35,anthony.stevens@hotmail.com,(746)871-5092,5308,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
158,Antonio,Cruz,Male,2000-08-25,26,26-35,antonio.cruz@gmail.com,(847)660-2623,2198,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
159,Wanda,Smith,Female,1980-01-10,46,36-50,wanda.smith@yahoo.com,5603342165,3544,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
160,Todd,Rowe,Male,1992-09-09,34,26-35,todd.rowe@hotmail.com,439-257-2760x07527,5319,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
161,Victor,Hammond,Male,2000-01-07,26,18-25,victor.hammond@yahoo.com,703.725.2336,934,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
162,Benjamin,Johnson,Male,1975-10-14,51,36-50,benjamin.johnson@yahoo.com,(356)323-0548,2351,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
163,Jennifer,Brooks,Female,2007-02-16,19,18-25,jennifer.brooks@yahoo.com,452-837-4139x9712,3616,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
164,Brandon,Smith,Male,1998-08-11,28,26-35,brandon.smith@yahoo.com,+1-354-619-7442x4591,2821,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
165,Michelle,Santiago,Female,1982-10-28,44,36-50,michelle.santiago@hotmail.com,+1-857-694-2151,2160,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
166,Dana,Foster,Female,1983-11-29,43,36-50,dana.foster@gmail.com,688-972-5426x0641,3622,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
167,Gary,Cruz,Male,1991-01-25,35,26-35,gary.cruz@gmail.com,889-736-9591x76743,4285,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
168,Jose,Rodriguez,Male,1985-01-17,41,36-50,jose.rodriguez@hotmail.com,001-623-326-6420x2323,3935,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
169,Sherry,Price,Female,1990-09-11,36,26-35,sherry.price@hotmail.com,674.259.8946,2773,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
170,Stacy,Hernandez,Female,1946-01-26,80,65+,stacy.hernandez@yahoo.com,+1-269-372-5603,4483,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
171,Morgan,Davis,Female,1999-06-07,27,26-35,morgan.davis@hotmail.com,+1-218-284-1958x9236,4152,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
172,Brian,Sheppard,Male,1982-12-05,44,36-50,brian.sheppard@hotmail.com,001-673-896-9793x57313,2478,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
173,Karen,Carrillo,Female,1992-06-03,34,26-35,karen.carrillo@gmail.com,001-946-410-7434x821,478,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
174,Tiffany,Wells,Female,1988-01-25,38,36-50,tiffany.wells@yahoo.com,(425)711-8245x4133,596,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
175,David,Barnes,Male,1995-05-20,31,26-35,david.barnes@hotmail.com,(982)582-9896,3528,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
176,Thomas,Baker,Male,1989-06-09,37,36-50,thomas.baker@gmail.com,(683)681-9945x6659,3093,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
177,Lisa,Small,Female,1989-07-26,37,36-50,lisa.small@gmail.com,001-733-362-3832x24447,3436,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
178,Sean,Carey,Male,1964-11-17,62,51-65,sean.carey@yahoo.com,7214638717,2850,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
179,Christopher,Watkins,Male,1993-08-03,33,26-35,christopher.watkins@yahoo.com,743.440.0175,2573,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
180,Sonya,Ruiz,Female,1993-06-04,33,26-35,sonya.ruiz@gmail.com,266.764.3692x681,1820,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
181,Ryan,White,Male,1986-11-08,40,36-50,ryan.white@gmail.com,2508192494,1855,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
182,Jessica,Bailey,Female,1978-07-05,48,36-50,jessica.bailey@yahoo.com,5177381238,3766,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
183,Jennifer,Gill,Female,1974-04-16,52,51-65,jennifer.gill@yahoo.com,712.406.8580x86875,1867,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
184,Dominique,Clay,Female,1982-03-06,44,36-50,dominique.clay@yahoo.com,819-696-4067x3961,577,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
185,Crystal,Deleon,Female,1945-04-03,81,65+,crystal.deleon@hotmail.com,763.901.7069,658,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
186,Daniel,Clark,Male,2008-10-25,18,18-25,daniel.clark@hotmail.com,447.803.7709x295,1012,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': True}"
187,Kevin,Taylor,Male,2000-07-23,26,18-25,kevin.taylor@hotmail.com,(814)661-3387,1919,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
188,Melissa,Rodriguez,Female,1975-03-29,51,36-50,melissa.rodriguez@gmail.com,440-326-4313,3959,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
189,Bianca,Larson,Female,2000-02-09,26,26-35,bianca.larson@hotmail.com,001-568-727-1565x1903,3170,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
190,Olivia,Bishop,Female,1970-01-25,56,51-65,olivia.bishop@yahoo.com,+1-911-969-5599x3314,4045,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
191,Jeffrey,Cox,Male,1971-02-10,55,51-65,jeffrey.cox@gmail.com,(298)405-7825x874,2116,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
192,Kelly,Thompson,Female,2000-08-20,26,18-25,kelly.thompson@gmail.com,9496607170,2374,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
193,Joshua,Waters,Male,1981-12-28,45,36-50,joshua.waters@gmail.com,001-421-910-5453x29292,2939,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
194,Alexandra,Myers,Female,2005-08-02,21,18-25,alexandra.myers@hotmail.com,838.227.1985,4568,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
195,Justin,Stevens,Male,1990-04-01,36,36-50,justin.stevens@yahoo.com,001-689-580-3847x068,5101,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
196,Kelly,Bennett,Female,1989-01-13,37,36-50,kelly.bennett@yahoo.com,239-520-5132,3852,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
197,Amanda,Gutierrez,Female,2001-07-16,25,18-25,amanda.gutierrez@yahoo.com,+1-460-336-1465,5036,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
198,Kristin,Estes,Female,1983-12-08,43,36-50,kristin.estes@gmail.com,001-649-290-2980x452,4832,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
199,Debra,Wright,Female,1978-02-08,48,36-50,debra.wright@hotmail.com,(463)613-9566x5637,2445,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
200,Sandra,Mcdaniel,Female,2002-06-11,24,18-25,sandra.mcdaniel@gmail.com,+1-285-568-5047x31877,2961,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
201,Valerie,Gray,Female,1986-02-19,40,36-50,valerie.gray@gmail.com,+1-206-873-8960x1773,3864,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
202,Lisa,Garcia,Female,2000-01-09,26,26-35,lisa.garcia@hotmail.com,001-661-227-9606x282,3277,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
203,Cheryl,Phillips,Female,1968-01-02,58,51-65,cheryl.phillips@yahoo.com,(724)708-1843,2741,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
204,Timothy,Garcia,Male,1981-03-21,45,36-50,timothy.garcia@gmail.com,(447)705-4450x6706,5075,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
205,Thomas,Smith,Male,1980-05-19,46,36-50,thomas.smith@gmail.com,250-468-2596x64731,3692,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
206,Erika,Morgan,Female,1985-08-23,41,36-50,erika.morgan@hotmail.com,768-939-0669,1104,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
207,Benjamin,Juarez,Male,2008-09-09,18,18-25,benjamin.juarez@hotmail.com,7883651303,1345,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
208,Ian,Schmidt,Male,1993-06-10,33,26-35,ian.schmidt@yahoo.com,001-826-975-5478x72918,1661,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
209,Bill,Glenn,Male,1992-07-19,34,26-35,bill.glenn@hotmail.com,(264)764-6273,3648,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
210,Nathan,Bradshaw,Male,1990-06-28,36,26-35,nathan.bradshaw@yahoo.com,001-284-588-9048x445,5477,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
211,Jennifer,White,Female,1996-07-14,30,26-35,jennifer.white@yahoo.com,2184733855,1986,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
212,Lisa,Glass,Female,1990-01-16,36,36-50,lisa.glass@hotmail.com,860.979.2341x58709,540,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
213,Meagan,Thomas,Female,1981-08-08,45,36-50,meagan.thomas@hotmail.com,001-698-342-5156,1705,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
214,Jesse,Lewis,Male,1961-08-16,65,51-65,jesse.lewis@gmail.com,293-569-1584,4274,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
215,Bradley,Malone,Male,2003-03-08,23,18-25,bradley.malone@gmail.com,253.716.9999x64883,2897,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
216,William,Weber,Male,1975-01-06,51,51-65,william.weber@hotmail.com,001-930-267-1575x93993,4819,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
217,Colleen,Moore,Female,1983-07-02,43,36-50,colleen.moore@gmail.com,(813)708-8124x04199,4448,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
218,Holly,Parsons,Female,1975-08-28,51,51-65,holly.parsons@hotmail.com,689.665.1415,4688,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
219,Mary,Baldwin,Female,1985-08-02,41,36-50,mary.baldwin@gmail.com,(474)421-4287x77398,4075,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
220,Barbara,Smith,Female,2003-12-17,23,18-25,barbara.smith@gmail.com,001-343-601-6564x8417,3557,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
221,Caitlin,Moore,Female,2008-06-14,18,18-25,caitlin.moore@gmail.com,+1-653-362-3270,1737,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
222,Mark,Arnold,Male,1979-01-05,47,36-50,mark.arnold@yahoo.com,(216)732-1937x452,4242,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
223,Jessica,Coleman,Female,1990-07-06,36,26-35,jessica.coleman@hotmail.com,001-508-825-3638x6588,1532,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
224,Martin,Johnson,Male,1967-04-27,59,51-65,martin.johnson@hotmail.com,321-768-6261x4964,2907,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
225,Anthony,Henderson,Male,1979-12-10,47,36-50,anthony.henderson@gmail.com,850.209.9890x03630,5136,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
226,Dawn,Hernandez,Female,1977-04-13,49,36-50,dawn.hernandez@gmail.com,001-915-851-4964x4878,4456,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
227,Ashley,Humphrey,Female,1979-11-23,47,36-50,ashley.humphrey@yahoo.com,3755373509,1946,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
228,Joseph,Steele,Male,1984-12-02,42,36-50,joseph.steele@hotmail.com,001-515-750-7321x3414,4080,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
229,David,Henderson,Male,1991-08-22,35,26-35,david.henderson@gmail.com,(211)598-4394x948,3302,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
230,Janet,Robertson,Female,1994-06-19,32,26-35,janet.robertson@gmail.com,895-678-7370,4764,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
231,Scott,Mills,Male,2000-04-28,26,18-25,scott.mills@hotmail.com,+1-618-590-2822x004,3122,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
232,Ian,Tucker,Male,2003-08-03,23,18-25,ian.tucker@hotmail.com,(512)871-0342,2655,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
233,Robert,Blair,Male,1985-06-26,41,36-50,robert.blair@gmail.com,641.437.8850x01067,1299,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
234,Brendan,Dyer,Male,1990-02-17,36,36-50,brendan.dyer@yahoo.com,(223)577-8966x9212,3163,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
